CNPJ_ESTAB;NSU_TRANSACAO;DATA_VENDA;VALOR_VENDA;DATA_CREDITO;VALOR_CREDITO
70083888000173;648930;11/07/2025;3485,25;15/07/2025;3349,20
15527812000182;253555;30/03/2025;2439,29;02/04/2025;2371,51
65235273000173;955718;10/02/2025;2772,86;16/02/2025;2666,27
17349210000189;449916;13/03/2025;1668,58;14/03/2025;1590,50
43664720000164;393483;20/04/2025;875,58;23/04/2025;863,16
13501031000166;346789;08/09/2025;955,52;13/09/2025;919,46
28184959000167;702032;10/04/2025;531,95;12/04/2025;523,60
40009560000154;522495;23/12/2025;1224,51;28/12/2025;1186,92
11196250000150;117674;11/03/2025;12,57;12/03/2025;12,41
37225106000115;760200;06/04/2025;3252,52;10/04/2025;3193,94
89452650000181;549623;06/03/2025;1544,33;13/03/2025;1511,25
72678497000180;230109;05/11/2025;3618,57;07/11/2025;3553,67
74217400000138;968951;15/01/2025;3932,19;20/01/2025;3752,91
45596151000158;801093;01/05/2025;3524,86;06/05/2025;3467,38
27983002000152;461355;11/11/2025;2256,20;13/11/2025;2251,45
92625305000158;313471;22/11/2025;1769,25;27/11/2025;1687,47
32341652000187;374200;15/03/2025;3031,88;17/03/2025;2970,42
95986459000143;989711;18/02/2025;1527,16;21/02/2025;1479,00
95099565000131;334598;07/10/2025;4882,26;08/10/2025;4677,98
44831887000142;521009;04/05/2025;3855,69;08/05/2025;3805,94
46433717000184;350881;25/08/2025;3699,89;29/08/2025;3537,63
84619662000134;662756;26/08/2025;4294,06;01/09/2025;4235,27
38414589000172;116437;28/09/2025;2202,70;03/10/2025;2200,59
47212353000127;105759;16/07/2025;2495,29;21/07/2025;2476,53
83151485000179;375190;24/07/2025;4749,03;27/07/2025;4586,18
56196311000169;756120;04/03/2025;4607,16;10/03/2025;4387,60
19529383000152;595518;15/01/2025;1504,85;17/01/2025;1436,12
80807902000127;661737;31/08/2025;1776,64;01/09/2025;1719,67
34084344000152;864955;30/12/2025;2016,57;31/12/2025;1974,49
35162066000150;738724;31/05/2025;2500,62;03/06/2025;2473,18
13589614000195;622485;16/02/2025;346,66;17/02/2025;331,86
97961764000199;226582;04/04/2025;1631,93;11/04/2025;1555,91
79989954000138;375221;16/01/2025;4151,59;17/01/2025;3964,95
58862789000122;616113;29/11/2025;3441,17;29/11/2025;3423,45
98956309000119;927036;02/03/2025;1872,46;07/03/2025;1823,22
24625422000162;173723;03/04/2025;2456,73;09/04/2025;2339,24
29007611000143;213635;28/01/2025;1031,25;31/01/2025;999,87
75113155000151;197207;20/11/2025;2560,29;20/11/2025;2436,00
33908143000199;714658;02/03/2025;1902,96;03/03/2025;1827,21
73124970000184;575981;11/11/2025;4779,01;15/11/2025;4542,57
16987375000173;821653;14/03/2025;2913,73;18/03/2025;2860,16
96133020000190;558554;22/06/2025;2133,28;25/06/2025;2054,55
70110327000138;960569;26/02/2025;1367,34;27/02/2025;1329,52
34665873000139;601724;21/04/2025;851,61;24/04/2025;833,10
78920670000111;419747;03/11/2025;4580,73;10/11/2025;4510,98
76017306000158;838361;20/07/2025;866,02;22/07/2025;844,86
59543486000118;597663;28/05/2025;1153,99;01/06/2025;1107,40
27771069000116;393241;25/11/2025;1485,48;30/11/2025;1463,13
25866206000146;954172;03/06/2025;4812,69;09/06/2025;4628,43
85782550000199;526662;26/06/2025;2854,26;27/06/2025;2755,94
74510574000181;855256;12/04/2025;4811,70;19/04/2025;4762,47
46316100000166;319138;09/01/2025;4857,67;16/01/2025;4661,05
26951862000169;961300;14/03/2025;4087,96;16/03/2025;4058,90
19444687000184;690164;09/11/2025;4573,42;11/11/2025;4438,06
64714824000170;739703;01/01/2025;2371,17;08/01/2025;2299,86
69771959000163;305621;20/10/2025;3519,64;25/10/2025;3452,58
97001186000165;875299;10/04/2025;3862,45;16/04/2025;3734,09
54045519000150;764767;02/08/2025;3843,86;08/08/2025;3719,79
58318423000191;530840;23/08/2025;1381,75;27/08/2025;1344,78
40903064000177;543280;04/04/2025;1145,22;04/04/2025;1138,56
49692632000147;148931;29/04/2025;2403,91;30/04/2025;2296,54
53848323000148;722373;04/04/2025;3974,78;07/04/2025;3970,31
96023206000121;783439;05/12/2025;3018,40;07/12/2025;2978,51
50806172000196;288904;31/03/2025;4568,77;02/04/2025;4502,06
55765111000190;737344;06/09/2025;1512,14;11/09/2025;1508,11
67726942000198;958444;06/12/2025;1036,13;08/12/2025;992,25
31056303000181;812080;23/07/2025;2371,57;23/07/2025;2292,18
36878576000178;809321;27/04/2025;4586,43;27/04/2025;4431,19
98237359000162;402337;29/01/2025;3619,69;29/01/2025;3527,32
53445485000173;170009;03/11/2025;2181,94;07/11/2025;2141,63
41230649000120;862182;10/06/2025;4648,82;14/06/2025;4494,59
12226252000170;484678;21/10/2025;2236,57;24/10/2025;2181,45
23113337000171;396957;01/08/2025;1743,62;06/08/2025;1672,18
15721847000138;473862;23/11/2025;4982,93;29/11/2025;4947,35
72278372000141;639270;18/07/2025;2612,82;21/07/2025;2611,18
24858419000139;736483;20/02/2025;4946,40;21/02/2025;4737,12
29493295000163;588932;17/03/2025;1974,24;21/03/2025;1882,74
14548764000128;707034;03/10/2025;809,75;06/10/2025;773,43
55090405000136;511385;15/02/2025;2546,69;15/02/2025;2461,49
60348112000164;500931;12/05/2025;1441,09;14/05/2025;1402,63
34543841000114;227648;13/08/2025;1539,43;18/08/2025;1463,98
24441926000121;504637;05/09/2025;855,58;05/09/2025;844,59
72402660000170;682412;04/12/2025;1676,39;10/12/2025;1641,21
63223967000170;578169;11/11/2025;764,69;15/11/2025;764,09
66722416000172;134188;05/07/2025;2902,68;08/07/2025;2856,40
95056721000169;145486;23/05/2025;4932,81;29/05/2025;4900,85
65355310000135;257227;21/02/2025;1293,78;23/02/2025;1235,81
84340811000178;488216;24/10/2025;3127,11;29/10/2025;2992,05
48297037000197;140424;25/12/2025;2635,57;31/12/2025;2557,63
63533852000124;252682;02/03/2025;280,25;06/03/2025;267,65
40729897000161;999678;15/01/2025;2331,75;22/01/2025;2215,91
86386003000139;440031;20/04/2025;4134,80;22/04/2025;4058,54
90578630000114;683072;07/08/2025;2834,42;07/08/2025;2693,43
96217408000117;132624;18/12/2025;3858,95;25/12/2025;3830,26
12688577000170;660882;21/07/2025;1655,80;28/07/2025;1576,47
55803730000196;577137;30/06/2025;2731,79;01/07/2025;2693,69
14823143000140;851019;01/02/2025;4550,00;06/02/2025;4440,64
16836401000138;897588;01/11/2025;2173,29;02/11/2025;2113,22
67734898000145;646622;30/07/2025;749,64;04/08/2025;724,62
66634925000185;933000;08/04/2025;621,13;13/04/2025;605,85
15746307000199;176678;02/12/2025;108,58;06/12/2025;105,51
25649850000162;722439;23/01/2025;3272,10;24/01/2025;3228,74
13505365000183;748818;27/10/2025;1355,62;02/11/2025;1353,60
10511819000129;518365;19/08/2025;1788,34;19/08/2025;1753,42
12111860000143;514559;22/01/2025;1877,73;23/01/2025;1825,17
90572180000139;856760;30/10/2025;150,21;30/10/2025;145,47
76596778000181;779621;14/03/2025;550,90;18/03/2025;544,80
75357893000172;493360;04/05/2025;3310,65;09/05/2025;3176,26
64653477000176;599283;30/05/2025;1299,39;04/06/2025;1265,04
31108431000199;607793;04/04/2025;2401,31;04/04/2025;2387,16
17801490000121;545086;22/04/2025;4800,07;28/04/2025;4797,43
38147611000191;525603;25/08/2025;3784,51;31/08/2025;3730,90
16802455000137;953794;12/12/2025;4353,14;14/12/2025;4180,63
47841191000176;607565;18/04/2025;4319,72;21/04/2025;4178,56
52827755000179;448917;30/06/2025;457,62;05/07/2025;439,60
50825036000111;706415;30/05/2025;1495,10;01/06/2025;1461,37
65752363000130;921523;08/08/2025;3933,44;13/08/2025;3774,36
38123730000120;985682;27/06/2025;3855,19;30/06/2025;3744,82
44855535000144;141613;02/09/2025;3603,37;02/09/2025;3548,16
52533122000155;419886;19/10/2025;1072,00;26/10/2025;1040,35
46884756000123;586010;19/02/2025;2257,10;20/02/2025;2146,03
41275899000142;327300;15/09/2025;1945,39;20/09/2025;1872,03
83203079000178;929110;29/01/2025;2706,02;03/02/2025;2654,60
26162236000148;370944;16/01/2025;1852,70;20/01/2025;1812,08
28963751000117;715727;18/02/2025;877,74;20/02/2025;871,13
24591895000191;284695;13/06/2025;2613,09;19/06/2025;2493,57
99082372000176;209784;25/01/2025;4281,63;29/01/2025;4253,42
61735774000177;580259;16/12/2025;3426,11;20/12/2025;3341,32
49804758000119;304751;20/01/2025;3777,57;25/01/2025;3660,87
35407307000164;247823;18/08/2025;4196,82;18/08/2025;4138,33
24340361000165;943763;07/09/2025;1493,61;11/09/2025;1460,73
35193151000168;714958;19/03/2025;2664,36;23/03/2025;2557,87
43980113000174;244681;11/01/2025;2556,30;15/01/2025;2504,03
26236393000126;444741;26/09/2025;3358,09;02/10/2025;3231,47
51941427000128;919469;12/09/2025;4909,05;17/09/2025;4745,88
92212639000178;152872;07/06/2025;4848,41;12/06/2025;4723,97
83203079000199;197611;21/10/2025;3136,69;28/10/2025;3133,77
33459961000192;984833;01/03/2025;4846,14;08/03/2025;4824,57
35789971000187;583280;22/03/2025;4685,41;26/03/2025;4588,86
17848743000172;385919;27/11/2025;1078,62;29/11/2025;1056,03
82849945000182;767908;05/08/2025;80,45;10/08/2025;77,91
69669885000188;647501;21/01/2025;3981,75;28/01/2025;3884,42
14103407000172;411569;15/05/2025;555,47;20/05/2025;544,22
86326678000128;192684;14/03/2025;1044,23;19/03/2025;1000,99
22657759000117;763562;23/11/2025;4417,75;25/11/2025;4251,95
96728598000162;880612;27/02/2025;2339,35;02/03/2025;2328,24
64353681000190;239337;17/03/2025;1177,94;23/03/2025;1126,66
73890637000111;295779;19/08/2025;1318,24;21/08/2025;1274,03
83117142000148;358563;03/12/2025;3733,65;09/12/2025;3662,50
74699271000186;474764;18/11/2025;4712,81;25/11/2025;4586,65
60334513000133;627736;25/03/2025;2338,86;26/03/2025;2232,15
83342816000115;720230;24/06/2025;2604,59;24/06/2025;2484,97
80285274000175;378819;23/01/2025;906,39;25/01/2025;878,16
88037036000177;868779;21/12/2025;2850,74;25/12/2025;2841,73
75531838000182;365229;12/09/2025;1039,59;12/09/2025;1030,44
65590287000159;802185;22/02/2025;2767,80;24/02/2025;2758,68
73221189000127;981908;03/02/2025;3354,30;08/02/2025;3269,76
71812087000156;918182;20/07/2025;2249,70;22/07/2025;2156,73
39918095000125;246657;12/04/2025;4123,24;16/04/2025;4108,67
39254852000179;693905;17/12/2025;2343,23;23/12/2025;2328,81
85013083000163;877160;03/11/2025;904,42;10/11/2025;888,38
65098460000120;363035;16/06/2025;2738,74;23/06/2025;2680,15
10864991000135;230824;21/08/2025;1674,67;27/08/2025;1592,47
15979919000112;684140;30/08/2025;1716,58;06/09/2025;1690,68
51198773000179;811562;16/04/2025;2467,84;22/04/2025;2459,78
80271912000190;428613;03/11/2025;4762,64;05/11/2025;4748,14
61501547000181;651436;02/11/2025;523,52;07/11/2025;522,55
15503147000183;252641;10/02/2025;245,07;15/02/2025;240,96
83824900000191;785189;25/07/2025;2763,84;30/07/2025;2751,59
44995828000191;588853;08/11/2025;2671,58;14/11/2025;2588,93
81560238000123;237289;01/08/2025;1117,62;01/08/2025;1086,89
11990201000112;959513;08/09/2025;883,79;13/09/2025;857,66
44034700000115;898830;29/07/2025;4217,55;01/08/2025;4101,41
66424258000156;570571;21/04/2025;1056,26;21/04/2025;1004,85
40597987000156;464622;25/03/2025;2063,79;26/03/2025;2040,62
57920221000145;945996;15/10/2025;402,51;22/10/2025;389,14
32847215000111;994592;19/09/2025;3364,42;22/09/2025;3258,48
48543902000162;806047;12/02/2025;2621,71;15/02/2025;2577,86
31272031000145;770102;19/12/2025;690,95;24/12/2025;662,61
29801801000165;323592;07/06/2025;1827,92;11/06/2025;1777,58
61037834000117;592353;29/04/2025;4027,32;29/04/2025;3873,54
24435572000141;587207;19/07/2025;595,60;24/07/2025;584,16
43109203000128;814419;23/07/2025;1654,77;23/07/2025;1637,02
33456112000167;646323;11/07/2025;1072,03;12/07/2025;1024,19
73150503000137;514792;13/10/2025;4980,42;14/10/2025;4896,77
94714792000152;319296;17/06/2025;189,33;22/06/2025;184,48
77509904000156;988742;04/09/2025;2477,21;04/09/2025;2401,44
41519471000194;426365;26/06/2025;3181,14;29/06/2025;3071,06
66973720000158;254282;07/11/2025;2754,21;08/11/2025;2723,32
82483586000156;623351;27/05/2025;1886,51;27/05/2025;1855,44
30301527000146;126419;09/06/2025;1552,16;11/06/2025;1550,81
82003221000120;747556;11/12/2025;2855,85;15/12/2025;2793,10
74620734000161;384607;18/04/2025;2207,01;20/04/2025;2134,41
47286409000148;260691;12/01/2025;4864,14;17/01/2025;4840,70
38260756000182;679217;01/02/2025;4243,40;01/02/2025;4149,82
32838493000172;678368;11/11/2025;4170,78;18/11/2025;4003,52
96025032000153;880305;02/03/2025;1295,57;02/03/2025;1245,40
38718221000140;699695;28/04/2025;4713,28;30/04/2025;4630,64
72401840000148;977947;06/01/2025;4164,08;11/01/2025;3962,11
11623144000124;871051;20/07/2025;4823,97;24/07/2025;4672,14
69524945000154;152588;01/02/2025;2892,43;05/02/2025;2869,60
67611709000166;514783;05/11/2025;1761,40;12/11/2025;1711,03
42661974000137;617654;20/02/2025;2646,86;25/02/2025;2622,55
85005535000152;691116;29/09/2025;838,07;30/09/2025;798,38
50213865000166;836748;26/11/2025;252,92;26/11/2025;249,95
94471934000160;613881;21/11/2025;3359,25;26/11/2025;3284,70
48755457000171;472327;24/07/2025;2611,50;29/07/2025;2500,74
85162975000198;321043;02/10/2025;1318,50;05/10/2025;1285,37
77699450000124;422349;18/04/2025;2798,90;20/04/2025;2684,64
24708598000136;397282;23/09/2025;1781,56;26/09/2025;1749,54
97617457000141;581885;22/07/2025;3840,93;27/07/2025;3720,37
89131325000160;484029;21/05/2025;456,10;26/05/2025;442,22
28291354000136;132741;21/07/2025;2556,18;22/07/2025;2550,78
10311515000142;942978;13/04/2025;298,04;13/04/2025;288,14
45597466000195;995326;09/08/2025;3186,08;12/08/2025;3065,28
62268090000156;846109;24/01/2025;2803,38;30/01/2025;2668,57
93651745000168;404156;23/09/2025;4407,46;25/09/2025;4262,88
88235574000152;721271;04/03/2025;785,00;09/03/2025;766,80
14215036000196;375444;14/09/2025;3828,53;18/09/2025;3713,15
42035323000135;217273;19/07/2025;3668,83;20/07/2025;3560,14
86608041000125;993120;29/12/2025;4312,59;29/12/2025;4177,29
96538930000153;743001;14/05/2025;931,82;14/05/2025;925,82
17836196000126;123166;24/05/2025;3484,01;24/05/2025;3391,06
53101829000136;607322;27/04/2025;4660,40;04/05/2025;4604,09
69730149000189;103751;20/11/2025;3346,85;22/11/2025;3254,55
95605029000141;816645;09/02/2025;1660,42;11/02/2025;1656,57
38982260000177;252321;09/11/2025;2302,00;16/11/2025;2272,54
12342047000125;719950;13/08/2025;723,24;19/08/2025;701,41
40993210000122;728888;06/02/2025;1927,66;13/02/2025;1847,58
48561789000197;993104;24/04/2025;4889,46;30/04/2025;4743,08
96185753000113;742840;24/04/2025;4323,96;26/04/2025;4236,90
10751565000129;819801;22/04/2025;2432,54;29/04/2025;2386,48
84897225000114;448933;30/05/2025;2229,19;05/06/2025;2191,14
83935442000126;156365;18/12/2025;1055,40;24/12/2025;1028,33
19110026000179;747141;26/07/2025;677,10;01/08/2025;658,75
68764457000141;872881;22/12/2025;1526,38;28/12/2025;1493,73
60406594000183;855343;25/04/2025;377,04;29/04/2025;362,28
43620656000132;253835;29/09/2025;4843,42;30/09/2025;4769,90
36057152000128;132470;28/02/2025;2537,88;03/03/2025;2531,68
60213015000149;719515;25/02/2025;1280,17;26/02/2025;1242,63
35199147000162;857491;08/06/2025;3262,88;09/06/2025;3251,12
58963918000180;850294;24/08/2025;196,89;30/08/2025;188,28
26598691000113;231943;09/11/2025;492,05;10/11/2025;485,29
17579322000192;587750;07/03/2025;1499,75;07/03/2025;1437,08
76155564000141;888630;16/01/2025;120,38;20/01/2025;116,20
89742708000182;657461;05/10/2025;2027,42;09/10/2025;1959,59
52889067000199;141138;01/10/2025;2752,71;08/10/2025;2713,56
73272141000198;770606;22/03/2025;1297,31;26/03/2025;1267,48
18723159000160;770518;02/12/2025;4107,07;02/12/2025;4104,86
58981489000130;385136;18/07/2025;4287,75;21/07/2025;4139,49
80631395000188;434606;22/09/2025;1118,77;24/09/2025;1100,54
67436425000113;193975;01/10/2025;3396,14;01/10/2025;3293,88
88223128000167;279786;06/10/2025;4537,92;07/10/2025;4497,89
70036217000153;399388;02/06/2025;2054,95;07/06/2025;2017,73
88276154000143;453939;29/10/2025;2148,83;02/11/2025;2084,46
43067921000185;880048;13/08/2025;3492,52;15/08/2025;3465,99
38076743000136;891695;28/01/2025;4542,60;03/02/2025;4317,41
31475604000145;155400;02/12/2025;3330,64;09/12/2025;3238,18
58342273000192;107678;25/11/2025;833,07;28/11/2025;828,41
76327626000162;518011;18/02/2025;3570,89;24/02/2025;3394,47
53403527000168;409917;22/01/2025;2559,17;25/01/2025;2539,05
54499514000115;551846;21/09/2025;211,16;22/09/2025;204,40
49479515000145;490715;21/02/2025;45,58;27/02/2025;44,51
78678865000180;497721;11/04/2025;2349,78;13/04/2025;2313,97
72568757000144;252211;09/10/2025;2688,12;16/10/2025;2654,78
41558591000177;343645;06/11/2025;2345,18;07/11/2025;2336,53
29784485000116;117000;10/08/2025;736,09;15/08/2025;715,45
71613530000137;161074;10/02/2025;1462,40;15/02/2025;1430,36
16476833000167;561080;20/09/2025;141,04;22/09/2025;138,51
63984822000168;437787;11/05/2025;4405,03;16/05/2025;4297,72
37884155000139;528485;21/11/2025;4982,92;28/11/2025;4747,98
90233542000144;670673;30/09/2025;2724,99;05/10/2025;2709,68
65577832000142;184186;05/09/2025;3657,94;08/09/2025;3631,43
78424446000115;368864;22/03/2025;4955,37;28/03/2025;4814,93
21685642000132;306140;24/09/2025;2349,98;24/09/2025;2270,50
52902418000170;803255;03/11/2025;3669,59;04/11/2025;3532,45
78549994000161;114964;20/10/2025;4218,59;20/10/2025;4105,14
11950983000161;263399;20/06/2025;2702,61;20/06/2025;2582,32
88315808000132;812820;24/03/2025;4093,46;31/03/2025;3970,15
93086733000180;993268;10/05/2025;4595,52;11/05/2025;4463,31
69800955000161;897614;06/09/2025;2931,33;10/09/2025;2929,18
14452591000174;492225;09/12/2025;1552,76;15/12/2025;1541,61
46726713000173;593892;23/03/2025;564,88;26/03/2025;555,11
23549506000145;503743;05/01/2025;1900,57;08/01/2025;1817,69
10689166000186;809444;08/11/2025;2221,13;09/11/2025;2132,40
28980123000186;132041;25/02/2025;557,18;02/03/2025;535,59
14473702000167;757554;22/09/2025;1637,84;26/09/2025;1557,58
71751776000115;737501;11/09/2025;2653,51;18/09/2025;2558,42
86944742000159;744664;28/07/2025;741,50;01/08/2025;728,76
66511797000177;544244;19/09/2025;2437,02;26/09/2025;2418,98
70039078000126;230386;27/11/2025;2494,83;03/12/2025;2442,70
68058502000112;845697;26/06/2025;78,72;03/07/2025;77,70
58208808000151;838162;27/07/2025;4739,13;30/07/2025;4586,77
69273945000155;630972;12/01/2025;2561,78;18/01/2025;2470,18
97776027000127;902835;14/08/2025;1238,39;20/08/2025;1217,69
16979726000160;641427;10/02/2025;3857,57;15/02/2025;3815,94
93297249000133;969472;15/06/2025;2378,83;17/06/2025;2344,74
11986287000121;960969;14/02/2025;1274,36;19/02/2025;1263,85
39893922000161;388506;22/10/2025;4882,37;28/10/2025;4849,29
43586463000160;945946;19/09/2025;2125,71;23/09/2025;2050,98
87178268000127;229906;28/03/2025;3777,66;01/04/2025;3679,37
48477053000181;115627;13/10/2025;1768,21;15/10/2025;1764,37
99055737000134;203689;02/08/2025;3235,33;09/08/2025;3223,78
86429507000134;574869;27/07/2025;4807,98;31/07/2025;4662,84
90626909000165;653677;09/08/2025;3010,90;15/08/2025;2943,34
21755300000110;922493;06/07/2025;564,05;12/07/2025;550,61
29652364000125;270585;31/03/2025;66,95;31/03/2025;65,35
67402411000121;816320;06/06/2025;277,42;08/06/2025;273,64
88870118000135;829404;06/11/2025;2422,39;08/11/2025;2334,04
82362348000125;270457;12/08/2025;3125,80;17/08/2025;3121,67
11906655000152;324176;10/01/2025;551,39;14/01/2025;548,96
22204960000128;403155;09/09/2025;2636,81;12/09/2025;2560,99
43451027000148;151460;10/09/2025;2391,31;17/09/2025;2355,79
43359781000152;811898;18/12/2025;598,14;18/12/2025;585,29
56933093000158;635249;14/04/2025;1141,90;18/04/2025;1140,65
70581526000147;830453;18/07/2025;1115,03;20/07/2025;1101,12
80546388000182;992558;12/10/2025;142,01;16/10/2025;135,30
39182840000115;435996;22/05/2025;2833,02;24/05/2025;2725,64
42128116000121;596878;22/02/2025;3006,92;26/02/2025;2962,05
35865110000129;576145;25/02/2025;2408,91;25/02/2025;2389,88
47705839000140;145251;04/01/2025;1512,45;10/01/2025;1475,97
92940010000145;699133;04/09/2025;2082,54;06/09/2025;2020,52
26555868000112;468253;09/07/2025;3444,69;13/07/2025;3407,98
61012995000142;740090;21/10/2025;4756,95;21/10/2025;4548,58
15837811000176;911061;18/01/2025;1035,81;21/01/2025;1017,92
43585728000120;739789;16/05/2025;2232,96;20/05/2025;2150,72
95273720000162;942085;08/05/2025;1505,31;09/05/2025;1434,39
93014741000130;514682;09/11/2025;1585,30;11/11/2025;1584,18
89709657000169;886711;09/12/2025;3485,91;16/12/2025;3383,16
66656323000128;229747;09/02/2025;2257,18;10/02/2025;2227,35
66233842000147;454090;24/12/2025;2171,51;24/12/2025;2085,88
21162031000142;761624;09/10/2025;3499,08;14/10/2025;3329,75
35819447000173;284609;14/02/2025;3066,30;17/02/2025;2984,23
49727091000192;653531;03/09/2025;4289,35;04/09/2025;4285,87
79848934000184;671256;23/05/2025;3060,67;27/05/2025;2967,38
40989725000138;368190;23/03/2025;4606,41;28/03/2025;4531,50
62877405000128;327820;09/10/2025;2975,36;16/10/2025;2913,55
13025554000157;549933;30/08/2025;4619,38;04/09/2025;4452,80
16070672000188;445901;07/07/2025;3623,32;13/07/2025;3502,53
44379559000176;311996;13/06/2025;2487,29;16/06/2025;2485,49
80340180000113;838870;27/07/2025;2409,27;31/07/2025;2306,60
39671466000152;958981;11/02/2025;3403,21;16/02/2025;3265,39
15119026000191;766251;22/10/2025;1811,14;24/10/2025;1733,63
91967463000165;417499;22/10/2025;1233,99;29/10/2025;1215,33
32164789000128;510670;21/06/2025;1235,40;26/06/2025;1220,47
42873283000184;785490;10/10/2025;2639,82;13/10/2025;2605,71
24615469000198;855423;02/01/2025;1899,76;06/01/2025;1812,08
11282945000190;811967;30/10/2025;2944,81;30/10/2025;2829,80
22550222000193;571167;16/05/2025;1129,21;17/05/2025;1087,88
55625490000124;829841;29/03/2025;2577,09;03/04/2025;2531,80
43049051000110;996859;20/02/2025;4271,16;22/02/2025;4137,18
43167631000118;520597;15/05/2025;2904,16;16/05/2025;2851,43
68660842000167;403610;28/10/2025;2935,59;02/11/2025;2896,90
32242165000121;900015;31/07/2025;2779,55;07/08/2025;2648,92
41769041000151;164218;14/10/2025;527,28;16/10/2025;505,84
40246961000191;692988;03/01/2025;3285,06;07/01/2025;3247,01
33323432000176;137719;12/06/2025;4824,77;15/06/2025;4723,39
76275376000143;495495;08/07/2025;3917,58;13/07/2025;3785,62
16833512000127;925568;15/12/2025;2487,33;22/12/2025;2394,46
61651182000144;649475;23/01/2025;3555,75;23/01/2025;3486,06
20000252000139;561158;13/05/2025;3442,36;19/05/2025;3433,75
94124727000126;249945;24/12/2025;2556,93;25/12/2025;2484,69
66733971000120;794116;01/03/2025;3039,57;07/03/2025;3001,31
15595483000187;231741;01/07/2025;691,91;04/07/2025;660,16
40507882000171;972994;31/03/2025;2975,78;03/04/2025;2886,10
79499790000198;473535;07/08/2025;4065,80;10/08/2025;3975,45
38164499000174;585748;30/06/2025;2927,33;02/07/2025;2855,96
37121021000198;756292;02/12/2025;2352,51;06/12/2025;2317,50
73381712000172;749209;12/02/2025;2625,45;14/02/2025;2542,66
66718182000171;240416;17/02/2025;544,42;20/02/2025;544,37
69417629000133;361761;16/02/2025;992,86;17/02/2025;949,23
73283789000198;362060;03/11/2025;4752,51;09/11/2025;4665,62
92821296000197;954017;11/04/2025;2732,06;15/04/2025;2650,19
12964451000196;704115;11/03/2025;973,30;18/03/2025;949,65
73415290000190;906958;22/07/2025;803,93;25/07/2025;765,55
13396525000192;140500;03/08/2025;524,64;08/08/2025;511,67
12238139000113;170180;19/11/2025;1391,02;24/11/2025;1338,57
69559260000182;562162;30/04/2025;812,98;01/05/2025;793,53
98035666000199;365850;18/08/2025;4336,92;24/08/2025;4295,32
41552298000167;801799;27/03/2025;1137,32;31/03/2025;1102,91
93488830000145;809264;14/01/2025;3200,42;14/01/2025;3166,96
98059168000189;511182;14/06/2025;2268,44;20/06/2025;2259,54
10409007000160;513657;01/09/2025;1622,21;03/09/2025;1547,53
68972702000198;522095;29/11/2025;4939,02;06/12/2025;4770,24
34232207000124;307688;14/03/2025;1073,74;17/03/2025;1041,06
64863298000135;805154;11/12/2025;1204,10;17/12/2025;1204,04
70688937000120;490746;04/10/2025;486,02;05/10/2025;483,25
91774563000116;723933;12/02/2025;4505,57;18/02/2025;4321,54
98610717000182;611679;16/05/2025;1642,89;20/05/2025;1582,83
28912526000161;247205;12/03/2025;292,31;13/03/2025;284,55
80762864000186;139426;06/04/2025;655,16;13/04/2025;626,26
28747922000196;428202;09/03/2025;1203,81;15/03/2025;1158,79
67197434000143;556598;03/08/2025;2126,37;04/08/2025;2120,90
17644433000145;282173;28/12/2025;4908,40;01/01/2026;4888,31
58650314000114;785290;05/07/2025;4008,95;07/07/2025;3911,54
46467677000137;440953;22/11/2025;508,58;24/11/2025;485,09
78453551000123;234682;17/06/2025;1061,99;24/06/2025;1012,17
59894237000172;631843;20/11/2025;2622,90;25/11/2025;2579,49
84458349000121;566687;18/03/2025;2045,01;24/03/2025;1959,60
11531635000167;131133;02/02/2025;1468,58;09/02/2025;1417,10
32972370000177;804824;09/09/2025;55,58;11/09/2025;55,46
97875392000195;318307;05/09/2025;847,16;07/09/2025;827,27
78560468000121;230838;01/07/2025;4078,76;05/07/2025;3888,36
67294010000196;971050;03/04/2025;4386,98;07/04/2025;4383,62
53778787000153;333584;04/02/2025;1814,38;05/02/2025;1780,78
28038234000148;700957;08/05/2025;4239,96;15/05/2025;4192,86
37365211000167;770937;01/01/2025;4889,61;07/01/2025;4798,89
85052777000123;513022;15/09/2025;1403,00;16/09/2025;1371,35
18019645000153;419975;11/01/2025;1480,09;12/01/2025;1424,02
93122691000154;921028;01/01/2025;524,11;01/01/2025;514,06
95261901000184;124730;18/05/2025;1207,01;19/05/2025;1165,00
87312676000191;159270;21/02/2025;1547,23;26/02/2025;1496,74
42951295000126;992883;25/08/2025;3753,16;28/08/2025;3607,79
48718481000148;370953;26/11/2025;957,49;02/12/2025;955,57
66880597000189;752263;13/12/2025;1423,97;19/12/2025;1382,11
90418071000131;300187;14/12/2025;3644,08;16/12/2025;3481,86
28842931000124;336298;03/09/2025;2827,60;06/09/2025;2796,64
16472727000125;901388;29/12/2025;1862,18;30/12/2025;1812,43
39175093000118;256237;20/11/2025;1190,69;25/11/2025;1177,78
95243944000138;250132;30/07/2025;4424,09;30/07/2025;4219,23
33344617000118;267498;11/08/2025;4320,11;14/08/2025;4195,77
28034550000186;800414;22/08/2025;4052,43;28/08/2025;4040,78
44279371000124;901383;03/06/2025;4730,45;10/06/2025;4495,99
96071144000186;284301;29/11/2025;3830,08;05/12/2025;3826,56
10463976000110;254946;19/06/2025;2395,01;24/06/2025;2343,63
68539671000191;973519;31/05/2025;3087,68;06/06/2025;3015,63
